transaction_id,amount,merchant_risk_band,hour_of_day,is_international,days_since_last_transaction,distance_from_home_km,cardholder_age_years,is_fraud
50661,53.43,1,11,0,2,105,27,0
50662,26.88,2,1,0,0,10,57,0
50663,9.65,3,1,0,10,2,50,0
50664,42.36,1,7,0,0,60,51,0
50665,24.03,1,9,0,5,75,41,0
50666,25.99,3,15,0,4,68,18,0
50667,8.01,1,4,0,2,49,39,0
50668,111.39,1,10,0,0,36,45,0
50669,21.21,1,14,0,2,7,37,0
50670,24.91,2,19,0,0,135,56,0
50671,9.41,1,10,0,4,48,39,0
50672,148.78,1,7,0,6,27,53,0
50673,6.66,1,23,0,5,4,33,0
50674,4.54,3,16,0,8,2,58,0
50675,43.91,3,10,0,6,46,62,0
50676,19.2,1,13,0,0,30,34,0
50677,82.71,1,18,0,0,10,58,0
50678,274.83,3,10,0,0,8,48,1
50679,194.24,1,9,0,4,38,30,0
50680,126.98,1,1,0,4,7,46,0
50681,11.18,1,9,0,1,40,51,0
50682,142.51,1,19,0,1,5,18,0
50683,20.28,1,20,0,1,93,34,0
50684,8.31,1,9,0,0,115,48,0
50685,74.14,1,22,0,4,149,25,0
50686,20.87,3,23,0,3,58,20,1
50687,29.82,1,9,1,1,6,60,0
50688,87.96,3,1,0,6,12,74,0
50689,100.74,1,16,0,0,30,54,0
50690,24.59,1,3,0,8,7,42,0
50691,43.7,1,2,1,1,16,36,0
50692,121.44,3,14,0,7,20,58,0
50693,14.28,1,20,0,9,136,37,0
50694,4.65,1,1,0,6,29,65,0
50695,19.33,1,16,0,1,16,50,0
50696,23.97,1,16,0,2,126,55,0
50697,30.84,1,8,0,1,4,53,0
50698,693.27,1,7,0,1,51,34,0
50699,14.23,2,23,1,1,30,62,0
50700,29.51,1,7,0,1,107,52,0
50701,11.93,1,9,0,4,36,25,0
50702,49.71,1,8,0,1,122,28,0
50703,72.17,1,9,0,8,6,18,0
50704,96.65,1,12,0,1,42,43,0
50705,50.79,1,9,0,2,30,42,0
50706,41.38,1,7,0,18,158,58,0
50707,2.0,1,19,0,1,16,70,0
50708,92.84,3,10,0,0,12,53,0
50709,218.81,3,11,0,1,11,18,0
50710,13.23,3,9,0,6,8,54,0
50711,11.87,1,1,0,0,22,37,0
50712,8.82,1,11,0,2,15,47,0
50713,81.84,3,14,0,3,17,65,0
50714,8.43,1,6,0,2,0,33,0
50715,31.1,1,23,0,0,10,23,1
50716,5.3,1,23,0,1,25,44,0
50717,62.81,1,17,1,9,1,22,0
50718,20.81,1,14,0,2,10,43,0
50719,48.3,2,6,0,2,78,45,0
50720,12.04,1,12,0,1,14,18,0
50721,14.49,1,12,0,1,43,34,0
50722,17.38,3,7,0,3,144,59,0
50723,12.12,1,17,0,4,1,66,0
50724,11.36,3,8,0,0,14,63,0
50725,6.93,1,4,0,2,42,61,0
50726,67.57,1,20,0,5,95,48,0
50727,54.09,2,19,0,9,46,20,0
50728,21.14,3,15,0,0,8,56,0
50729,97.6,1,6,1,2,70,41,0
50730,249.89,3,1,0,6,17,18,0
50731,14.58,1,6,0,6,18,49,0
50732,48.08,1,15,0,2,116,42,0
50733,48.13,1,5,0,2,9,45,0
50734,15.9,2,12,0,3,9,32,0
50735,6.74,1,9,0,1,17,32,0
50736,884.15,1,2,0,2,51,47,0
50737,57.18,3,16,0,5,25,40,0
50738,38.08,1,20,0,0,40,40,0
50739,55.94,1,10,0,6,15,29,0
50740,856.55,1,14,0,0,63,26,0
50741,27.58,1,2,0,1,82,33,0
50742,38.98,1,6,0,0,52,56,0
50743,39.55,1,0,0,1,3,54,0
50744,151.13,1,19,0,3,13,18,0
50745,52.0,1,4,0,2,5,44,0
50746,4.87,1,15,1,2,13,35,0
50747,3.69,1,3,0,4,34,74,0
50748,140.51,1,17,0,1,1,33,0
50749,50.49,1,23,0,1,29,30,0
50750,23.75,1,15,0,0,18,31,0
50751,13.07,3,4,0,8,49,63,1
50752,354.62,1,11,0,6,49,18,0
50753,49.4,3,10,0,2,96,28,0
50754,72.07,1,12,0,3,162,45,0
50755,105.81,2,3,0,1,1,51,0
50756,63.92,1,20,0,6,49,52,0
50757,20.51,1,8,1,0,12,18,0
50758,28.18,1,15,0,11,87,33,0
50759,84.81,1,12,0,1,83,51,0
50760,116.03,3,19,0,1,28,32,0
50761,144.72,1,16,0,6,24,26,0
50762,12.98,1,23,0,5,103,54,0
50763,46.41,3,19,0,5,16,62,0
50764,12.84,1,9,0,2,59,36,0
50765,31.3,1,0,0,0,72,39,0
50766,26.26,1,11,0,1,21,30,0
50767,36.2,1,10,1,6,23,55,0
50768,121.52,2,2,0,1,27,71,0
50769,12.11,1,14,0,4,8,45,0
50770,468.86,3,23,0,2,11,42,0
50771,185.64,1,10,0,8,17,42,0
50772,4.49,1,6,0,1,14,46,0
50773,54.6,1,12,0,6,55,18,0
50774,8.05,3,14,0,6,65,19,0
50775,57.38,1,21,0,2,5,65,0
50776,5.66,1,4,0,7,25,71,0
50777,162.69,3,3,0,9,10,38,0
50778,172.73,2,18,0,0,24,32,0
50779,19.55,1,19,0,0,2,61,0
50780,45.11,1,14,0,3,20,58,0
50781,6.86,2,18,0,3,25,58,0
50782,17.44,3,1,0,3,5,25,0
50783,29.01,1,20,0,4,57,20,0
50784,4.64,1,14,0,1,44,22,0
50785,297.67,1,20,1,1,15,36,0
50786,42.51,1,12,0,8,7,36,0
50787,179.46,1,18,0,10,17,49,0
50788,28.08,1,20,0,1,1,61,0
50789,14.32,1,6,0,3,3,26,0
50790,40.4,1,0,0,4,46,56,0
50791,122.29,1,10,0,1,57,61,0
50792,14.73,3,9,0,2,69,84,0
50793,49.53,3,1,0,3,116,47,0
50794,16.47,1,22,0,7,16,44,0
50795,2.21,1,16,0,3,23,40,0
50796,22.17,3,7,0,4,77,46,1
50797,41.88,1,23,0,1,1,77,0
50798,35.52,2,7,0,3,118,56,0
50799,24.43,3,18,0,0,4,47,0
50800,39.93,1,9,0,2,85,19,0
50801,15.27,1,11,0,2,23,50,0
50802,67.38,1,11,0,7,3,28,0
50803,19.76,1,11,0,2,81,64,0
50804,102.26,1,13,0,2,23,40,0
50805,5.81,1,1,0,1,27,18,0
50806,39.35,1,22,0,1,35,23,0
50807,66.46,1,13,0,7,20,34,0
50808,177.81,1,12,0,3,134,43,0
50809,17.51,2,7,0,4,13,40,0
50810,160.36,1,9,0,1,1,37,0
50811,61.71,3,22,0,2,27,70,0
50812,330.21,1,3,0,2,24,36,0
50813,5.16,3,17,0,0,0,34,0
50814,47.38,3,22,0,5,12,44,0
50815,33.2,1,13,0,5,65,38,0
50816,42.97,1,14,0,0,30,47,0
50817,107.93,2,13,0,1,147,29,0
50818,212.71,1,11,0,4,42,46,0
50819,53.27,1,10,0,7,8,18,0
50820,4.31,1,10,0,4,11,30,0
50821,21.22,1,0,0,3,48,37,0
50822,2100.0,1,5,0,6,25,36,0
50823,10.04,1,17,1,1,14,44,0
50824,43.84,3,17,0,0,129,29,0
50825,89.41,1,7,0,0,7,43,0
50826,126.81,2,15,0,7,16,49,0
50827,15.82,1,18,0,2,5,39,0
50828,226.48,3,9,0,3,7,45,0
50829,169.63,3,19,0,2,17,37,0
50830,61.28,1,7,0,2,3,42,0
50831,10.54,3,12,0,3,22,38,0
50832,16.71,1,7,0,3,17,84,0
50833,14.59,3,3,0,6,68,44,0
50834,25.16,3,0,0,8,55,28,0
50835,206.27,1,8,0,4,5,39,0
50836,50.37,1,12,0,5,19,24,0
50837,77.14,3,17,0,2,6,18,0
50838,42.19,2,6,0,1,20,45,0
50839,249.45,1,16,0,3,64,59,0
50840,4.5,1,5,0,3,2,51,0
50841,2.0,1,9,0,0,23,45,0
50842,32.18,1,13,0,0,20,57,0
50843,33.24,1,9,0,1,1,37,0
50844,31.99,3,10,0,1,52,18,0
50845,13.79,1,21,1,2,98,51,0
50846,6.2,3,11,1,1,80,39,0
50847,29.41,2,12,0,1,12,51,0
50848,20.94,1,16,0,1,28,51,0
50849,45.88,1,8,0,0,65,44,0
50850,83.02,3,23,0,9,6,46,1
50851,155.36,2,1,0,0,32,52,0
50852,98.86,3,0,0,2,2,39,0
50853,32.91,1,8,0,0,5,55,0
50854,61.41,1,16,0,3,12,78,0
50855,7.41,3,15,1,0,14,47,0
50856,11.45,1,7,0,1,58,49,0
50857,314.09,1,12,0,2,5,64,0
50858,132.43,1,9,0,2,19,61,0
50859,5.1,1,10,0,2,80,42,0
50860,13.82,3,13,0,2,15,18,0
50861,380.22,1,14,0,2,4,30,0
50862,12.62,1,10,0,1,6,47,0
50863,3.11,3,17,0,0,9,38,0
50864,17.68,3,3,0,8,7,32,0
50865,18.29,1,16,0,7,49,49,0
50866,153.53,3,13,1,1,21,34,1
50867,107.13,1,15,0,3,107,64,0
50868,19.08,3,19,0,3,8,33,0
50869,33.03,1,14,0,7,11,44,0
50870,52.81,1,9,0,2,19,39,0
50871,93.05,1,8,0,5,75,38,0
50872,22.42,1,9,1,6,6,48,0
50873,53.33,3,5,0,0,51,18,0
50874,234.31,3,18,0,1,6,44,0
50875,30.24,1,6,0,1,28,56,0
50876,43.84,1,6,0,4,15,57,0
50877,80.81,1,4,0,1,41,51,0
50878,17.42,1,11,0,5,80,52,0
50879,11.59,1,20,0,10,4,52,0
50880,61.09,3,3,0,3,38,64,0
50881,77.98,1,23,0,0,47,48,0
50882,32.91,2,19,0,5,56,42,0
50883,16.0,1,12,0,1,5,33,0
50884,19.98,1,15,0,5,40,40,0
50885,51.34,1,5,0,3,19,53,0
50886,7.93,2,16,0,3,86,56,0
50887,142.71,3,18,0,1,17,37,0
50888,279.93,1,0,0,2,2,37,0
50889,5.2,3,14,0,5,4,52,0
50890,75.39,1,4,0,2,38,62,0
50891,102.62,1,5,0,2,27,77,0
50892,113.85,1,7,0,1,56,52,0
50893,4.27,3,5,0,2,11,36,0
50894,24.02,1,18,0,4,14,30,0
50895,17.48,1,1,0,2,27,69,0
50896,26.66,1,2,0,2,13,50,0
50897,7.35,1,16,0,2,31,39,0
50898,344.85,3,7,0,4,62,36,0
50899,64.53,1,21,0,1,58,67,0
50900,9.76,1,9,0,2,119,40,0
50901,17.87,3,20,0,8,37,62,0
50902,226.36,2,10,1,1,48,56,0
50903,32.12,1,1,0,0,59,40,0
50904,192.99,3,23,0,15,21,70,0
50905,88.1,1,20,0,4,46,44,0
50906,6.27,1,10,0,6,27,37,0
50907,10.11,1,7,0,6,45,65,0
50908,7.96,2,13,0,4,10,56,0
50909,67.11,1,18,0,1,7,38,0
50910,436.3,2,10,1,4,59,57,0
50911,45.84,3,12,0,7,76,61,0
50912,31.83,3,10,0,1,51,54,0
50913,73.55,1,12,0,3,17,36,0
50914,33.18,1,19,0,5,23,49,0
50915,23.61,3,2,0,0,24,28,0
50916,47.04,2,1,0,1,15,39,0
50917,98.22,1,15,0,1,30,39,0
50918,18.87,1,15,0,1,4,56,0
50919,9.99,1,9,0,2,30,58,0
50920,125.44,3,12,0,1,11,24,0
50921,2.04,3,9,1,1,32,51,0
50922,6.55,3,1,0,18,17,43,0
50923,37.03,1,20,0,2,20,50,0
50924,116.07,1,8,1,1,2,67,0
50925,47.59,3,14,1,0,39,38,0
50926,17.37,1,7,0,8,23,40,0
50927,104.53,1,1,0,0,49,55,1
50928,13.18,1,19,0,3,12,45,0
50929,86.86,1,8,0,3,30,21,0
50930,20.33,3,20,0,10,24,70,0
50931,7.77,3,9,0,1,25,48,0
50932,92.25,1,1,0,2,85,59,0
50933,284.67,3,19,0,3,12,38,0
50934,21.75,2,12,0,1,55,24,0
50935,133.2,1,14,0,0,41,43,0
50936,2.78,3,18,0,1,28,48,0
50937,6.17,1,12,0,0,70,62,0
50938,10.12,1,9,0,4,25,38,0
50939,29.05,1,18,0,8,65,59,0
50940,66.78,1,13,0,2,10,25,0
50941,7.29,1,15,0,1,33,39,0
50942,10.56,1,9,0,11,29,48,0
50943,101.95,3,19,0,1,26,28,0
50944,11.72,1,12,0,3,11,68,0
50945,211.87,1,15,0,3,7,41,0
50946,13.59,1,13,1,2,10,33,0
50947,158.31,1,3,0,7,7,29,0
50948,100.7,1,11,0,7,25,26,0
50949,38.9,3,17,0,1,10,55,0
50950,46.51,1,19,0,3,37,33,0
50951,41.31,1,20,0,2,10,50,0
50952,152.34,1,10,1,1,6,38,0
50953,2.05,1,8,0,1,157,58,0
50954,22.54,3,4,0,0,73,50,0
50955,44.81,1,23,0,1,33,55,0
50956,168.19,3,14,0,2,46,82,0
50957,16.66,3,11,0,0,107,38,0
50958,2.32,3,16,0,3,33,47,0
50959,2.0,1,6,0,7,3,47,0
50960,38.49,1,13,0,3,0,50,0
50961,6.35,2,15,0,0,56,38,0
50962,25.86,1,8,0,10,11,55,0
50963,6.66,1,10,0,0,62,76,0
50964,21.97,3,0,0,0,55,43,0
50965,444.78,1,19,1,2,2,44,0
50966,182.79,1,10,0,9,3,30,0
50967,34.32,1,10,0,1,19,20,0
50968,24.48,2,10,0,6,13,30,0
50969,10.99,3,23,0,3,1,25,0
50970,72.46,3,12,0,2,26,26,0
50971,22.0,1,12,0,6,64,35,0
50972,201.88,3,12,0,2,12,29,0
50973,40.71,3,5,0,2,73,31,0
50974,42.97,1,12,0,1,63,29,0
50975,3.98,1,6,1,3,4,29,0
50976,16.63,1,12,0,5,16,79,0
50977,395.85,1,14,0,1,8,32,0
50978,4.72,1,15,0,3,21,36,0
50979,25.18,3,9,0,8,18,50,0
50980,25.92,1,1,0,1,17,25,0
50981,48.49,1,11,0,4,10,20,0
50982,57.48,2,5,0,10,26,27,0
50983,17.05,1,6,0,3,41,42,0
50984,106.53,2,21,0,0,7,46,0
50985,15.3,1,16,0,1,24,54,0
50986,72.58,1,2,0,3,3,50,0
50987,4.56,3,10,1,1,46,69,0
50988,12.56,1,2,0,1,7,45,0
50989,4.74,1,16,0,6,11,45,0
50990,48.26,1,20,1,9,79,30,0
50991,50.92,2,23,0,0,26,44,0
50992,20.1,1,6,0,0,54,33,0
50993,47.96,1,16,0,0,20,26,0
50994,7.26,1,4,0,1,67,71,0
50995,168.98,2,20,0,1,12,25,0
50996,108.61,1,5,0,1,94,71,0
50997,9.99,1,0,0,1,114,61,0
50998,7.15,3,7,0,0,6,43,0
50999,17.9,1,5,0,2,13,23,0
51000,45.73,1,5,0,4,1,42,0
51001,39.61,3,17,0,2,30,29,0
51002,8.56,1,14,0,2,24,68,0
51003,19.55,3,1,0,1,42,54,0
51004,52.23,1,10,0,0,69,59,0
51005,20.13,3,12,0,15,60,40,0
51006,38.88,1,10,0,5,20,43,0
51007,123.62,1,6,0,3,26,53,0
51008,15.15,3,17,1,2,19,38,0
51009,109.81,1,10,0,1,62,67,0
51010,32.5,1,2,1,3,34,36,0
51011,29.27,1,20,0,0,96,64,0
51012,5.95,1,11,0,1,47,30,0
51013,95.72,3,10,0,2,26,36,0
51014,449.16,3,14,0,7,38,40,0
51015,9.14,1,8,0,8,1,38,0
51016,10.53,1,11,0,1,27,33,0
51017,267.98,1,12,0,0,15,18,0
51018,83.01,1,10,0,14,56,46,0
51019,14.92,1,17,0,1,74,33,0
51020,323.09,1,1,0,2,59,37,0
51021,20.12,3,11,0,2,8,53,0
51022,37.92,1,10,0,5,1,33,0
51023,56.74,2,23,0,0,81,43,0
51024,98.37,1,18,0,8,7,33,0
51025,64.93,3,19,0,2,9,69,0
51026,535.43,1,11,0,0,5,56,0
51027,218.05,1,6,0,1,43,43,0
51028,281.88,1,18,0,0,63,45,0
51029,15.48,1,13,0,1,39,18,0
51030,55.75,1,13,0,1,29,34,0
51031,326.96,2,23,1,0,36,67,0
51032,21.85,1,8,0,0,80,35,0
51033,22.07,2,17,0,1,122,42,0
51034,121.39,1,0,0,2,32,19,0
51035,67.27,3,3,0,3,14,51,0
51036,35.71,1,20,0,0,74,42,0
51037,52.2,1,13,0,0,28,27,0
51038,3.43,3,12,0,3,35,23,0
51039,23.68,2,15,0,8,97,74,0
51040,12.13,1,23,0,1,3,36,0
51041,294.47,1,13,0,1,24,33,0
51042,29.03,3,8,0,2,49,55,0
51043,40.85,1,12,0,0,62,18,0
51044,153.24,3,6,0,0,4,67,0
51045,275.28,1,10,0,1,6,36,0
51046,51.77,1,9,0,2,17,39,0
51047,12.1,3,14,0,1,64,31,0
51048,17.93,1,14,0,3,22,44,0
51049,53.64,1,17,0,1,29,33,0
51050,55.7,1,15,0,3,12,41,0
51051,12.78,1,19,1,1,12,28,0
51052,2.51,1,1,0,5,22,45,1
51053,4.45,1,11,0,1,114,37,0
51054,7.83,3,4,0,2,82,45,0
51055,27.52,1,7,0,2,25,38,0
51056,24.21,1,14,0,0,11,67,0
51057,4.21,1,18,0,2,18,40,0
51058,26.64,1,9,0,2,37,53,0
51059,319.43,3,1,0,2,22,42,0
51060,58.15,3,9,1,1,9,55,0
51061,493.91,2,7,0,1,4,34,0
51062,36.83,3,11,0,5,34,38,0
51063,35.39,3,1,0,3,12,44,0
51064,52.86,1,7,0,5,206,18,0
51065,390.33,1,10,0,1,51,48,0
51066,282.76,1,15,0,1,30,32,0
51067,98.07,3,2,0,4,14,37,0
51068,63.8,1,3,0,4,23,56,0
51069,12.0,2,3,0,4,38,43,0
51070,6.4,1,9,0,0,11,36,0
51071,20.47,1,0,1,1,44,47,0
51072,267.9,3,23,1,0,26,34,0
51073,373.18,1,9,0,4,36,43,0
51074,4.52,1,9,1,1,49,29,0
51075,211.54,1,13,0,0,23,58,0
51076,393.54,1,12,0,2,23,25,0
51077,185.52,3,15,0,1,51,50,1
51078,20.3,1,11,0,0,25,18,0
51079,106.44,1,6,0,2,62,42,0
51080,4.93,1,13,0,3,19,49,0
51081,5.91,1,20,0,1,3,29,0
51082,945.47,1,0,0,0,12,50,0
51083,20.28,1,3,0,1,24,44,0
51084,8.34,1,22,0,2,60,38,0
51085,23.1,2,15,0,6,34,46,0
51086,415.01,3,15,1,10,60,63,0
51087,166.78,1,0,0,4,3,47,0
51088,15.48,1,10,1,8,28,26,0
51089,33.75,1,13,0,8,4,30,0
51090,70.39,1,6,0,3,101,31,0
51091,89.08,3,4,0,3,30,37,0
51092,71.82,1,16,0,4,30,50,0
51093,10.83,2,7,0,0,19,53,0
51094,27.59,1,20,0,9,35,51,0
51095,8.84,1,12,0,4,32,18,0
51096,129.08,1,5,0,1,17,49,0
51097,32.98,1,13,0,4,89,38,0
51098,57.8,1,10,0,4,89,53,0
51099,15.72,3,18,0,1,37,61,0
51100,85.89,1,19,0,0,32,21,0
51101,89.8,1,6,0,3,55,41,0
51102,5.86,3,10,0,3,4,55,0
51103,104.97,1,5,0,4,40,49,0
51104,8.32,3,13,0,1,17,60,0
51105,15.43,1,16,0,0,37,61,0
51106,123.74,1,21,0,0,13,40,0
51107,16.09,1,19,0,1,140,32,0
51108,43.77,1,11,0,2,9,31,0
51109,33.3,3,16,0,6,4,57,0
51110,5.79,1,18,1,7,4,54,0
51111,236.15,1,13,0,0,30,48,0
51112,240.19,1,11,0,1,36,43,0
51113,68.76,3,15,0,4,8,51,0
51114,25.5,1,7,0,8,2,46,0
51115,42.69,1,9,0,0,18,38,0
51116,214.81,1,1,0,5,16,62,0
51117,19.22,1,22,0,1,55,26,0
51118,21.65,1,10,0,12,2,57,0
51119,28.32,1,8,0,1,57,27,0
51120,2.22,1,17,0,3,1,48,0
51121,93.92,1,0,0,2,20,61,0
51122,48.84,1,6,0,4,72,56,0
51123,111.82,3,5,0,2,82,45,0
51124,20.62,3,14,0,10,7,18,0
51125,5.8,3,13,0,4,9,28,0
51126,45.52,3,23,0,0,62,50,0
51127,8.4,1,2,0,1,14,39,0
51128,80.19,1,20,0,2,6,35,0
51129,89.59,1,10,0,2,22,18,0
51130,616.21,3,11,0,6,55,39,0
51131,237.42,1,9,0,5,54,44,0
51132,54.54,3,19,0,3,1,35,0
51133,27.45,3,13,1,3,3,44,0
51134,120.56,1,7,1,5,3,37,0
51135,56.79,1,6,0,0,63,54,0
51136,20.77,1,19,0,4,28,41,0
51137,2.61,1,14,0,1,42,40,0
51138,760.0,1,12,0,1,5,42,0
51139,153.47,1,13,0,1,39,35,0
51140,88.43,1,19,0,4,6,58,1
51141,41.37,1,8,0,1,13,34,1
51142,452.11,1,9,0,5,7,54,0
51143,121.5,1,9,0,1,3,31,0
51144,6.26,3,11,0,2,43,68,0
51145,27.42,3,22,0,0,37,80,0
51146,102.15,1,23,0,2,13,50,0
51147,183.63,3,12,0,6,32,52,0
51148,26.11,2,18,0,1,81,43,0
51149,278.46,1,12,0,1,58,45,0
51150,6.78,1,5,0,0,71,32,0
51151,27.29,1,5,0,13,2,29,0
51152,28.82,1,11,0,1,30,51,0
51153,131.28,2,10,0,2,60,31,0
51154,207.87,3,3,0,2,22,53,0
51155,201.42,1,8,0,2,62,56,0
51156,6.26,1,12,0,3,57,62,0
51157,45.96,1,9,0,1,60,31,0
51158,5.2,1,2,0,1,4,27,0
51159,40.08,3,9,0,0,77,53,0
51160,332.8,1,2,0,0,27,54,0
51161,530.52,1,12,0,5,34,53,0
51162,71.23,1,14,0,1,22,55,0
51163,55.7,1,4,0,1,38,30,0
51164,30.49,1,16,0,4,45,43,0
51165,37.11,1,18,0,3,202,40,0
51166,252.92,1,9,0,2,10,55,0
51167,12.37,2,9,0,0,1,52,0
51168,26.84,1,20,0,1,15,52,0
51169,38.84,1,18,0,1,78,48,0
51170,15.07,3,14,0,0,39,45,0
51171,72.81,1,6,0,3,17,39,0
51172,282.64,1,10,0,0,12,47,0
51173,85.35,3,2,0,4,21,52,0
51174,15.06,1,10,0,3,4,59,0
51175,14.09,1,2,1,1,7,62,0
51176,7.13,2,18,0,2,7,52,0
51177,32.11,1,11,0,3,42,62,0
51178,12.53,3,17,0,7,46,54,0
51179,50.61,1,6,0,2,11,21,0
51180,14.82,1,12,0,6,30,56,0
51181,5.91,1,14,0,12,130,29,0
51182,2.96,1,19,0,1,4,65,0
51183,82.88,1,4,0,1,15,18,0
51184,6.01,3,7,0,5,67,18,0
51185,69.78,1,14,0,1,7,69,0
51186,15.7,1,13,0,0,39,72,0
51187,51.42,3,15,1,0,14,62,0
51188,34.37,2,9,0,2,32,65,0
51189,44.36,1,13,0,2,42,25,0
51190,126.57,2,4,0,4,17,60,0
51191,14.57,1,10,0,4,18,31,0
51192,253.07,1,14,1,5,111,61,0
51193,98.73,1,5,0,4,60,37,0
51194,23.59,1,10,0,6,65,43,0
51195,27.03,2,1,0,6,8,59,0
51196,42.41,3,13,0,0,60,43,0
51197,20.96,2,17,0,1,96,52,0
51198,3.8,1,12,0,6,13,34,0
51199,10.2,1,14,0,6,15,33,0
51200,10.16,3,11,0,4,66,40,0
51201,28.24,3,7,0,1,28,28,0
51202,7.49,3,17,0,0,29,54,0
51203,107.31,1,10,0,1,9,49,0
51204,43.14,1,9,0,2,94,24,0
51205,21.26,1,12,0,6,15,66,0
51206,12.58,1,11,0,9,10,66,0
51207,37.43,1,6,0,1,94,43,0
51208,123.65,2,14,0,0,7,36,0
51209,3.16,1,9,0,9,8,63,0
51210,5.18,1,2,0,10,3,31,0
51211,9.54,3,23,0,6,14,68,0
51212,6.62,2,20,0,4,25,44,0
51213,5.54,1,20,0,2,35,64,0
51214,36.86,3,11,0,0,54,55,0
51215,34.67,1,12,0,0,27,84,0
51216,22.27,1,9,0,0,56,56,0
51217,47.28,1,16,0,6,9,73,0
51218,32.86,3,9,0,6,17,37,0
51219,13.58,3,10,0,1,5,30,0
51220,20.77,3,19,0,11,74,41,0
51221,48.23,3,6,0,6,40,46,0
51222,7.5,1,4,0,5,3,46,0
51223,53.57,1,10,0,5,141,44,0
51224,2.0,3,13,0,4,9,49,0
51225,34.97,3,12,0,1,55,56,0
51226,55.18,1,8,0,14,62,25,0
51227,10.39,1,7,0,2,27,42,0
51228,145.72,1,10,0,4,157,38,0
51229,161.82,1,5,0,0,14,48,0
51230,48.0,3,13,0,3,43,43,0
51231,300.19,1,16,0,9,80,64,0
51232,12.91,2,2,0,4,6,51,0
51233,114.86,3,18,0,1,5,60,1
51234,229.33,3,8,0,9,13,40,0
51235,8.29,3,17,0,4,9,57,0
51236,40.44,1,6,0,3,1,36,0
51237,5.35,3,2,0,2,27,30,0
51238,108.38,1,8,0,2,34,64,0
51239,319.43,1,19,1,0,47,43,0
51240,17.97,1,13,0,3,22,44,0
51241,35.02,1,18,0,2,13,32,0
51242,18.82,2,13,0,0,18,30,0
51243,934.51,1,21,0,2,10,68,0
51244,11.23,1,8,0,3,21,60,0
51245,11.18,3,3,0,1,127,31,0
51246,75.57,1,9,0,2,7,33,0
51247,32.61,1,11,0,8,1,47,0
51248,958.65,3,9,0,5,82,38,0
51249,483.86,1,13,0,0,1,32,0
51250,81.56,1,13,0,0,90,33,0
51251,122.85,1,9,1,4,15,41,0
51252,94.68,1,20,0,3,3,23,0
51253,142.44,3,10,0,2,15,32,0
51254,72.31,1,12,0,6,60,60,0
51255,9.86,3,12,0,5,13,28,0
51256,12.56,2,19,0,6,60,43,0
51257,129.3,1,16,0,1,38,48,0
51258,19.07,1,9,0,1,11,59,0
51259,209.48,3,15,0,1,5,25,0
51260,94.1,3,7,0,0,17,31,0
51261,7.83,3,23,0,12,10,43,0
51262,8.23,3,17,0,1,117,59,0
51263,6.7,2,4,0,1,23,54,1
51264,101.54,1,19,0,3,1,68,0
51265,166.18,2,13,0,1,22,34,0
51266,22.06,1,7,0,2,29,33,0
51267,36.38,1,2,0,1,21,34,0
51268,55.48,1,10,0,1,63,34,0
51269,114.23,1,13,0,1,34,30,0
51270,23.25,3,20,0,3,121,50,0
51271,64.32,1,22,0,7,177,18,0
51272,33.28,3,10,0,2,95,62,0
51273,4.82,1,2,0,4,70,42,0
51274,216.7,2,21,0,3,5,50,1
51275,55.2,3,15,0,2,1,23,0
51276,28.56,2,9,0,1,38,32,0
51277,13.67,3,20,0,0,57,35,0
51278,14.58,1,20,0,6,23,36,0
51279,5.58,1,10,0,6,24,36,0
51280,8.49,1,0,0,3,28,44,0
51281,10.81,1,6,0,1,19,35,0
51282,17.78,1,20,0,4,59,54,0
51283,204.13,2,1,0,2,30,56,1
51284,79.47,3,19,0,1,14,70,0
51285,11.08,1,9,0,3,0,47,0
51286,4.61,1,7,0,4,28,41,0
51287,11.1,1,20,0,1,44,46,0
51288,239.63,2,15,0,1,133,50,0
51289,86.75,1,1,0,1,17,33,0
51290,28.95,1,18,1,3,41,57,0
51291,35.8,3,19,0,10,28,55,0
51292,162.18,1,3,0,2,60,19,0
51293,35.55,1,9,0,1,25,72,0
51294,695.99,1,23,0,2,31,49,0
51295,40.72,1,12,0,3,16,31,0
51296,10.9,1,8,0,4,36,30,0
51297,2.65,1,3,0,2,4,48,0
51298,65.0,1,0,0,4,51,32,0
51299,27.87,1,9,0,7,24,30,0
51300,10.82,3,13,0,4,9,38,0
51301,89.95,3,13,0,4,130,52,0
51302,51.99,3,8,0,1,2,39,0
51303,20.14,1,3,0,13,11,31,0
51304,54.47,3,7,1,1,5,67,0
51305,30.61,1,13,0,3,7,51,0
51306,121.69,1,0,0,0,15,31,0
51307,41.17,1,6,0,4,8,47,0
51308,22.27,1,17,1,0,24,46,0
51309,184.84,1,1,0,1,7,44,0
51310,9.12,1,13,0,8,4,45,0
51311,5.87,1,18,0,3,26,42,0
51312,16.81,1,14,0,3,44,51,0
51313,3.6,1,15,0,6,32,44,0
51314,4.97,2,5,0,7,31,47,0
51315,26.83,3,2,0,3,20,51,0
51316,39.55,2,13,0,2,5,43,0
51317,25.97,2,17,0,5,9,55,0
51318,70.43,3,17,0,5,6,64,0
51319,19.93,1,2,0,2,46,40,0
51320,3.1,3,0,1,2,2,36,0
51321,96.62,1,4,0,5,14,24,0
51322,32.86,1,23,0,3,2,55,0
51323,90.59,3,6,0,5,18,42,0
